account_id,account_hash,institution_type,owner_person_id,source_id,synthetic_demo_record
ACC_00756,f42dc59fb252fb6c,Commercial Bank,P_01718,BANK_SRC_36,True
ACC_00757,9a0a4e3eeba7c53f,Payment Bank,P_02529,BANK_SRC_86,True
ACC_00758,9b8362258f1fda67,Cooperative Bank,P_00598,BANK_SRC_81,True
ACC_00759,ff0ce377c5e1d350,Payment Bank,P_00193,BANK_SRC_32,True
ACC_00760,9a504b8d9d5a6479,Cooperative Bank,P_03542,BANK_SRC_34,True
ACC_00761,e391bc4f13df8152,Commercial Bank,P_01643,BANK_SRC_96,True
ACC_00762,a59fb0051fe221df,Commercial Bank,P_04111,BANK_SRC_56,True
ACC_00763,b016dcf576479e14,Commercial Bank,P_00226,BANK_SRC_20,True
ACC_00764,cb4eb5ed01aea262,Payment Bank,P_01835,BANK_SRC_49,True
ACC_00765,d499ebea9e9e85f5,Payment Bank,P_04403,BANK_SRC_46,True
ACC_00766,fad9a1fa26c23f02,NBFC,P_01503,BANK_SRC_42,True
ACC_00767,f250eb78e5af3923,Commercial Bank,P_04188,BANK_SRC_43,True
ACC_00768,b03ef3e13776c975,Commercial Bank,P_04793,BANK_SRC_10,True
ACC_00769,8889d3085aa10ef8,Commercial Bank,P_04394,BANK_SRC_59,True
ACC_00770,1b9c7a8007c1492a,Commercial Bank,P_02097,BANK_SRC_49,True
ACC_00771,e49ce47328b4a82f,NBFC,P_04939,BANK_SRC_38,True
ACC_00772,58106b52e249c69f,NBFC,P_04441,BANK_SRC_88,True
ACC_00773,f1395f88ce78abe8,Cooperative Bank,P_04689,BANK_SRC_59,True
ACC_00774,3766084f11db9c88,NBFC,P_03704,BANK_SRC_25,True
ACC_00775,3427727a8007bafe,Cooperative Bank,P_00370,BANK_SRC_68,True
ACC_00776,9fa32814658a15c3,Cooperative Bank,P_01485,BANK_SRC_96,True
ACC_00777,c921e64fad476fa5,NBFC,P_01421,BANK_SRC_82,True
ACC_00778,06c8c09f420f08a1,NBFC,P_04636,BANK_SRC_23,True
ACC_00779,2faab7ddd11676a4,Cooperative Bank,P_02983,BANK_SRC_30,True
ACC_00780,6c9d1c2f5d24f199,Commercial Bank,P_04102,BANK_SRC_24,True
ACC_00781,76485c426c143851,NBFC,P_02750,BANK_SRC_96,True
ACC_00782,3b34365afacd575d,Cooperative Bank,P_04185,BANK_SRC_62,True
ACC_00783,c65d44ce04d28514,Payment Bank,P_00038,BANK_SRC_62,True
ACC_00784,8c18bc90b0d59d4f,Commercial Bank,P_04261,BANK_SRC_14,True
ACC_00785,0c0232c9a3aa8ac5,Cooperative Bank,P_04387,BANK_SRC_54,True
ACC_00786,be99d6016bf7a90c,Payment Bank,P_04200,BANK_SRC_37,True
ACC_00787,ce092652a9be8ded,Payment Bank,P_01594,BANK_SRC_73,True
ACC_00788,9ae51b9bb0a8fcd8,Cooperative Bank,P_00419,BANK_SRC_29,True
ACC_00789,ecae2b1d8a239404,NBFC,P_04111,BANK_SRC_43,True
ACC_00790,2bb4283793a579ac,NBFC,P_02743,BANK_SRC_59,True
ACC_00791,c2ff64babf433475,Payment Bank,P_02173,BANK_SRC_66,True
ACC_00792,ff67f40ed134e1db,Cooperative Bank,P_00642,BANK_SRC_45,True
ACC_00793,4a09156b73939d25,Payment Bank,P_03632,BANK_SRC_92,True
ACC_00794,fa98a5e096ccf403,Cooperative Bank,P_00296,BANK_SRC_42,True
ACC_00795,6139bab64762bbee,Cooperative Bank,P_00193,BANK_SRC_66,True
ACC_00796,72d93687d304af3e,Commercial Bank,P_04153,BANK_SRC_81,True
ACC_00797,3748f2c73684fe66,NBFC,P_02284,BANK_SRC_50,True
ACC_00798,45718c5512c8da90,Payment Bank,P_01860,BANK_SRC_52,True
ACC_00799,e84802583688889b,Payment Bank,P_00222,BANK_SRC_45,True
ACC_00800,607fcb9cbb858057,Commercial Bank,P_04539,BANK_SRC_57,True
ACC_00801,744feebb519f4b72,Cooperative Bank,P_01881,BANK_SRC_78,True
ACC_00802,c35d6456ee54c545,Cooperative Bank,P_03047,BANK_SRC_33,True
ACC_00803,2be31f0f49e9658c,NBFC,P_04974,BANK_SRC_86,True
ACC_00804,50811e11ed0071b1,Commercial Bank,P_03112,BANK_SRC_99,True
ACC_00805,310bf8e3f8b8a2aa,Cooperative Bank,P_02315,BANK_SRC_68,True
ACC_00806,7ff38a496247e1f8,Payment Bank,P_01713,BANK_SRC_10,True
ACC_00807,04b4c4ab0745dd0e,Payment Bank,P_03165,BANK_SRC_13,True
ACC_00808,55cfeadce0cc7d45,Cooperative Bank,P_02575,BANK_SRC_62,True
ACC_00809,e67b157bce23ccb3,NBFC,P_02958,BANK_SRC_90,True
ACC_00810,219cde0aef9156ca,Cooperative Bank,P_04764,BANK_SRC_47,True
ACC_00811,083fadf229ab3c68,NBFC,P_03233,BANK_SRC_44,True
ACC_00812,2b42cf1578c21d1b,Commercial Bank,P_03229,BANK_SRC_41,True
ACC_00813,f2543b7db3fc4ce3,NBFC,P_01790,BANK_SRC_35,True
ACC_00814,2f5761a578491864,Payment Bank,P_04673,BANK_SRC_24,True
ACC_00815,e7b92d266a1913b8,Commercial Bank,P_02750,BANK_SRC_83,True
ACC_00816,86ff777269756f55,Commercial Bank,P_02372,BANK_SRC_12,True
ACC_00817,5641e6d413f3d26e,NBFC,P_01467,BANK_SRC_15,True
ACC_00818,6803d7dc15c42c35,Commercial Bank,P_03957,BANK_SRC_97,True
ACC_00819,d5c0903c905209f3,NBFC,P_04886,BANK_SRC_48,True
ACC_00820,1af9190e15eaa0a5,NBFC,P_04338,BANK_SRC_70,True
ACC_00821,1ab14e33e4de07cb,Cooperative Bank,P_04635,BANK_SRC_76,True
ACC_00822,f3e071314af5f195,Commercial Bank,P_01609,BANK_SRC_64,True
ACC_00823,ef52a0595480b6c7,Cooperative Bank,P_00715,BANK_SRC_51,True
ACC_00824,ca16f97b6df6ddc4,Payment Bank,P_03664,BANK_SRC_44,True
ACC_00825,29a75c5d7574434d,Cooperative Bank,P_03876,BANK_SRC_53,True
ACC_00826,55bc11c7c5a35d04,Cooperative Bank,P_00188,BANK_SRC_62,True
ACC_00827,83ed1502a3e8c7bd,NBFC,P_00260,BANK_SRC_77,True
ACC_00828,273e5e86cb6f91fc,NBFC,P_03854,BANK_SRC_17,True
ACC_00829,1cd68b46ade4e4b4,Commercial Bank,P_03940,BANK_SRC_30,True
ACC_00830,ef730191ed13fe6f,NBFC,P_04913,BANK_SRC_22,True
ACC_00831,88b14fc44e9a1075,Cooperative Bank,P_01790,BANK_SRC_34,True
ACC_00832,1566d83fdcbb5e42,Payment Bank,P_04127,BANK_SRC_86,True
ACC_00833,b21cbd278be27d83,Cooperative Bank,P_04819,BANK_SRC_41,True
ACC_00834,91fc71735e9702b6,Commercial Bank,P_04178,BANK_SRC_52,True
ACC_00835,bdaa5499142697d3,Commercial Bank,P_04234,BANK_SRC_15,True
ACC_00836,72ce353cbfc1d8ae,Payment Bank,P_03314,BANK_SRC_25,True
ACC_00837,a1d79f4880c19ffa,Payment Bank,P_00246,BANK_SRC_15,True
ACC_00838,56e0e1433b598a75,Cooperative Bank,P_04159,BANK_SRC_78,True
ACC_00839,3a1748f769bec25b,Payment Bank,P_02017,BANK_SRC_75,True
ACC_00840,b9fcbac471c478d0,Cooperative Bank,P_01608,BANK_SRC_42,True
ACC_00841,ea6f0b421a281007,Cooperative Bank,P_04336,BANK_SRC_65,True
ACC_00842,ecbbac0e09af4cd8,Commercial Bank,P_02692,BANK_SRC_47,True
ACC_00843,5838817982275c14,NBFC,P_02197,BANK_SRC_33,True
ACC_00844,01da2061a003c4bd,Commercial Bank,P_04308,BANK_SRC_34,True
ACC_00845,0928f1d40d7ccbb5,Cooperative Bank,P_00965,BANK_SRC_94,True
ACC_00846,7ccd97b032ddd90c,Commercial Bank,P_03195,BANK_SRC_64,True
ACC_00847,5161fc2781079bb9,Payment Bank,P_04131,BANK_SRC_89,True
ACC_00848,c65329eab1827f2e,Payment Bank,P_04214,BANK_SRC_44,True
ACC_00849,cc49e3bc97f037df,Payment Bank,P_00342,BANK_SRC_85,True
ACC_00850,301883a43e3c38a1,Cooperative Bank,P_01767,BANK_SRC_90,True
ACC_00851,b4ea96f2786f4384,Payment Bank,P_00276,BANK_SRC_65,True
ACC_00852,464f1368ec45e87e,Cooperative Bank,P_00042,BANK_SRC_64,True
ACC_00853,fa3de238f120fe64,Cooperative Bank,P_00444,BANK_SRC_93,True
ACC_00854,043ecba43d09023e,NBFC,P_00310,BANK_SRC_58,True
ACC_00855,8c9a1c79f9c7ccd8,Cooperative Bank,P_01605,BANK_SRC_41,True
ACC_00856,c9c422294f3d9372,Payment Bank,P_02935,BANK_SRC_10,True
ACC_00857,95fde15b6ed25cc8,Commercial Bank,P_02054,BANK_SRC_55,True
ACC_00858,737fe00d116b1be8,Cooperative Bank,P_02303,BANK_SRC_97,True
ACC_00859,d7977090a2e5210c,Commercial Bank,P_03793,BANK_SRC_28,True
ACC_00860,bc4e884e0c09e69a,Commercial Bank,P_04992,BANK_SRC_81,True
ACC_00861,07c89c92f6c371fe,Payment Bank,P_02674,BANK_SRC_26,True
ACC_00862,585599e76d1bc997,Cooperative Bank,P_01643,BANK_SRC_99,True
ACC_00863,2a9aa5c3cc0121b6,Commercial Bank,P_00320,BANK_SRC_48,True
ACC_00864,240a4c0474cfae3c,Commercial Bank,P_04425,BANK_SRC_82,True
ACC_00865,ed143eb1bb0ed0d3,Payment Bank,P_01946,BANK_SRC_77,True
ACC_00866,727040f7aa203336,Cooperative Bank,P_02407,BANK_SRC_76,True
ACC_00867,06a0277506eeca79,NBFC,P_02941,BANK_SRC_36,True
ACC_00868,b48f46883e14c858,Cooperative Bank,P_04808,BANK_SRC_44,True
ACC_00869,c6f56b623b1746c7,Commercial Bank,P_02700,BANK_SRC_57,True
ACC_00870,daf1ba8e16294b01,NBFC,P_00694,BANK_SRC_28,True
ACC_00871,34acfefa3efc4b26,Cooperative Bank,P_01539,BANK_SRC_65,True
ACC_00872,f84615404bb25b80,Payment Bank,P_02297,BANK_SRC_22,True
ACC_00873,fdddaf21ecb458ce,Payment Bank,P_04229,BANK_SRC_56,True
ACC_00874,084e34317f2a5dcc,Commercial Bank,P_03826,BANK_SRC_53,True
ACC_00875,7049deceed1445d6,Cooperative Bank,P_02773,BANK_SRC_16,True
ACC_00876,9c0e31243e6f2f46,NBFC,P_04301,BANK_SRC_89,True
ACC_00877,7e1f0f744fa1485b,Payment Bank,P_02690,BANK_SRC_74,True
ACC_00878,da7206301f3fd004,Payment Bank,P_03715,BANK_SRC_11,True
ACC_00879,a213b331bd53cf94,Payment Bank,P_02458,BANK_SRC_84,True
ACC_00880,8241137b994c5736,Commercial Bank,P_00944,BANK_SRC_75,True
ACC_00881,f29e869fe8a64dee,Payment Bank,P_04687,BANK_SRC_46,True
ACC_00882,862c27d82912617b,Commercial Bank,P_03336,BANK_SRC_40,True
ACC_00883,a65ad37b814cda1c,NBFC,P_02724,BANK_SRC_86,True
ACC_00884,dc329b87a70e95e9,Cooperative Bank,P_02959,BANK_SRC_57,True
ACC_00885,23f415a6f1452d5e,Commercial Bank,P_02725,BANK_SRC_17,True
ACC_00886,4bcbf7ad99de4d53,NBFC,P_04256,BANK_SRC_52,True
ACC_00887,5c574bbfd01e0cd5,NBFC,P_02006,BANK_SRC_73,True
ACC_00888,51d7d814fd5d76fb,Cooperative Bank,P_02273,BANK_SRC_57,True
ACC_00889,6dc0929deec8bba6,Cooperative Bank,P_02374,BANK_SRC_75,True
ACC_00890,05a7b397a20cfbed,NBFC,P_03665,BANK_SRC_86,True
ACC_00891,134c0c57e80ec6ca,Commercial Bank,P_03850,BANK_SRC_73,True
ACC_00892,f1da9c85af9d400b,Payment Bank,P_00509,BANK_SRC_56,True
ACC_00893,0ef9d26036c63312,Payment Bank,P_04914,BANK_SRC_82,True
ACC_00894,ffd1c3433fe6df35,NBFC,P_03409,BANK_SRC_64,True
ACC_00895,2cacc5e7d45d47cb,NBFC,P_01087,BANK_SRC_94,True
ACC_00896,2779f682f714b106,Payment Bank,P_04099,BANK_SRC_56,True
ACC_00897,fd8649f39bd9c3cb,Commercial Bank,P_04802,BANK_SRC_31,True
ACC_00898,aa885b5af609be9c,Payment Bank,P_03690,BANK_SRC_89,True
ACC_00899,1bd6ff9cbc2e1d22,Commercial Bank,P_00171,BANK_SRC_29,True
ACC_00900,97495136fbb61a78,NBFC,P_01254,BANK_SRC_60,True
ACC_00901,981558ff8a44db62,Payment Bank,P_02953,BANK_SRC_23,True
ACC_00902,7905ec93ab75bcd6,Payment Bank,P_04163,BANK_SRC_46,True
ACC_00903,f5b32f9e8d3cc98a,Cooperative Bank,P_02987,BANK_SRC_47,True
ACC_00904,1733f6510e255c76,Payment Bank,P_02894,BANK_SRC_56,True
ACC_00905,fffdbb064bdff037,Commercial Bank,P_03565,BANK_SRC_64,True
ACC_00906,88413551dacbfb7d,Cooperative Bank,P_04574,BANK_SRC_57,True
ACC_00907,3d94bc97bf194c58,Commercial Bank,P_03963,BANK_SRC_81,True
ACC_00908,984b1f2944ed1d94,Payment Bank,P_02918,BANK_SRC_84,True
ACC_00909,c1b222ae92a8d6fb,NBFC,P_00751,BANK_SRC_16,True
ACC_00910,f5acdf562a490263,NBFC,P_02455,BANK_SRC_21,True
ACC_00911,bd5c255507485c6d,NBFC,P_03036,BANK_SRC_81,True
ACC_00912,5a563a4d808b3645,Commercial Bank,P_02631,BANK_SRC_90,True
ACC_00913,b5168548d98455c2,Cooperative Bank,P_04744,BANK_SRC_38,True
ACC_00914,98a6874ccde1cc44,Commercial Bank,P_03203,BANK_SRC_88,True
ACC_00915,9ea5732856d02e43,NBFC,P_01988,BANK_SRC_14,True
ACC_00916,810190c62cf10ba9,Payment Bank,P_04385,BANK_SRC_92,True
ACC_00917,34cb9fc21759882d,Commercial Bank,P_00201,BANK_SRC_57,True
ACC_00918,c30d293dec0f90b4,Commercial Bank,P_03046,BANK_SRC_21,True
ACC_00919,626e554a8c2b075a,Commercial Bank,P_00885,BANK_SRC_30,True
ACC_00920,491842a0c893ed81,Commercial Bank,P_03326,BANK_SRC_88,True
ACC_00921,1b84956a1d7b187f,Cooperative Bank,P_01556,BANK_SRC_83,True
ACC_00922,37d246924bca6feb,Commercial Bank,P_03551,BANK_SRC_33,True
ACC_00923,f5d016bf08c8b1f4,NBFC,P_00020,BANK_SRC_76,True
ACC_00924,84dedffa3a36fc01,Commercial Bank,P_01390,BANK_SRC_81,True
ACC_00925,4fd2de03dce47fed,Payment Bank,P_04457,BANK_SRC_46,True
ACC_00926,ace6f49b291a206e,NBFC,P_03685,BANK_SRC_67,True
ACC_00927,dc7c3af667873ccf,Payment Bank,P_03542,BANK_SRC_27,True
ACC_00928,d62df22439ba27be,Payment Bank,P_00065,BANK_SRC_75,True
ACC_00929,f4359657cba4f57e,Cooperative Bank,P_00760,BANK_SRC_61,True
ACC_00930,6bcaf75d6325d1a6,Payment Bank,P_03564,BANK_SRC_29,True
ACC_00931,8a84b4bc83767cf8,Commercial Bank,P_03384,BANK_SRC_42,True
ACC_00932,9776299ca472ec82,Cooperative Bank,P_03794,BANK_SRC_97,True
ACC_00933,4e9d60b3def702ab,NBFC,P_01364,BANK_SRC_62,True
ACC_00934,2fc7bca7f52bfab7,Payment Bank,P_01963,BANK_SRC_76,True
ACC_00935,49fffd4228974f83,NBFC,P_00762,BANK_SRC_48,True
ACC_00936,9f21c3861ac7dbd4,Cooperative Bank,P_02282,BANK_SRC_49,True
ACC_00937,6fd9343c3a338ae8,Commercial Bank,P_03180,BANK_SRC_49,True
ACC_00938,602b5d77df88d22b,Payment Bank,P_02156,BANK_SRC_41,True
ACC_00939,58d7b7a06543f35e,Payment Bank,P_00753,BANK_SRC_65,True
ACC_00940,6b29ce0ede717f20,Cooperative Bank,P_03305,BANK_SRC_35,True
ACC_00941,c4f47f0e5d18432e,NBFC,P_02335,BANK_SRC_84,True
ACC_00942,7f64d3967b6d15b8,NBFC,P_00092,BANK_SRC_44,True
ACC_00943,79ceaba7a8c946ec,NBFC,P_04827,BANK_SRC_95,True
ACC_00944,ac94e37d363419a0,Cooperative Bank,P_04351,BANK_SRC_27,True
ACC_00945,22acf3a44d025dfb,Cooperative Bank,P_04724,BANK_SRC_44,True
ACC_00946,518dcc40ad6cfb54,Cooperative Bank,P_03144,BANK_SRC_33,True
ACC_00947,f59fcebb2efc2694,Cooperative Bank,P_00430,BANK_SRC_39,True
ACC_00948,42b47005007221e9,Payment Bank,P_03982,BANK_SRC_16,True
ACC_00949,9b447bb72f1317ba,NBFC,P_03169,BANK_SRC_72,True
ACC_00950,1b6bfde974ed13ad,Payment Bank,P_02013,BANK_SRC_73,True
ACC_00951,494027d1878b473d,Payment Bank,P_04204,BANK_SRC_52,True
ACC_00952,d5cff3f934a653ec,Payment Bank,P_02686,BANK_SRC_96,True
ACC_00953,13d2194a732dd488,Payment Bank,P_03682,BANK_SRC_68,True
ACC_00954,eac6724a00fb2a49,Commercial Bank,P_04212,BANK_SRC_16,True
ACC_00955,a9b94b74665a1115,Cooperative Bank,P_02889,BANK_SRC_60,True
ACC_00956,d80242fc2f34b9ab,Payment Bank,P_03924,BANK_SRC_91,True
ACC_00957,66fb26f4c40d8d64,Payment Bank,P_02141,BANK_SRC_37,True
ACC_00958,9665aea5a4e9eedf,Cooperative Bank,P_03394,BANK_SRC_69,True
ACC_00959,7a056f0e0ec00887,Commercial Bank,P_00299,BANK_SRC_42,True
ACC_00960,1eb6f594fc856619,Payment Bank,P_03559,BANK_SRC_42,True
ACC_00961,c4fb9d5aa0f8d450,Payment Bank,P_01455,BANK_SRC_29,True
ACC_00962,b3fceab3e4505e97,NBFC,P_00720,BANK_SRC_42,True
ACC_00963,597455021a7d0f2a,Payment Bank,P_03735,BANK_SRC_27,True
ACC_00964,30a7c27dae9ca899,Commercial Bank,P_00416,BANK_SRC_90,True
ACC_00965,bab194437d13e88b,Payment Bank,P_04706,BANK_SRC_95,True
ACC_00966,80372ac36f3356ed,NBFC,P_00178,BANK_SRC_57,True
ACC_00967,3f7eab74504a15e0,Payment Bank,P_00830,BANK_SRC_80,True
ACC_00968,ac1ac4eec343520e,Commercial Bank,P_02618,BANK_SRC_90,True
ACC_00969,bcf2ab8bfa495b93,Cooperative Bank,P_02204,BANK_SRC_33,True
ACC_00970,946ae47b013863eb,NBFC,P_04610,BANK_SRC_62,True
ACC_00971,322197f4f14f6730,Payment Bank,P_01678,BANK_SRC_26,True
ACC_00972,621e23379eeaaa91,Commercial Bank,P_01698,BANK_SRC_10,True
ACC_00973,b0148224eae02f70,Commercial Bank,P_03295,BANK_SRC_72,True
ACC_00974,cdf933253e931c38,Cooperative Bank,P_00355,BANK_SRC_26,True
ACC_00975,05bf499bd0a68f91,Payment Bank,P_04941,BANK_SRC_54,True
ACC_00976,b1fa899f132ee2b6,NBFC,P_03762,BANK_SRC_56,True
ACC_00977,13e23332643dfcea,Cooperative Bank,P_04904,BANK_SRC_70,True
ACC_00978,7ad4cc0d44895b57,Payment Bank,P_00156,BANK_SRC_88,True
ACC_00979,b9b58f5734101788,Payment Bank,P_03517,BANK_SRC_74,True
ACC_00980,8685a4be5eff0ba7,Commercial Bank,P_01588,BANK_SRC_90,True
ACC_00981,303fafd2943641b4,Commercial Bank,P_03965,BANK_SRC_38,True
ACC_00982,2d90a83359264d06,Commercial Bank,P_00329,BANK_SRC_86,True
ACC_00983,4ff5d62b879a397f,Commercial Bank,P_01255,BANK_SRC_61,True
ACC_00984,9a184dc1b3863a3a,Payment Bank,P_04504,BANK_SRC_53,True
ACC_00985,e6c7ffaf4c8a8ac3,Commercial Bank,P_01648,BANK_SRC_46,True
ACC_00986,4ea9965b60cbf0c3,Commercial Bank,P_03662,BANK_SRC_46,True
ACC_00987,8c9318f471a53d0e,Cooperative Bank,P_02062,BANK_SRC_66,True
ACC_00988,d9df85e0e102fe96,NBFC,P_02359,BANK_SRC_64,True
ACC_00989,de0fe4b53bbfa071,Commercial Bank,P_03369,BANK_SRC_32,True
ACC_00990,96a7b4ed0c1b9deb,Commercial Bank,P_01816,BANK_SRC_62,True
ACC_00991,1a88069c8a8d3bc8,Commercial Bank,P_02915,BANK_SRC_63,True
ACC_00992,c8a0ce44f33df46e,Payment Bank,P_01193,BANK_SRC_52,True
ACC_00993,3b4304d6f76defdb,NBFC,P_02772,BANK_SRC_27,True
ACC_00994,19e2124e3e0cb4cd,NBFC,P_00444,BANK_SRC_90,True
ACC_00995,70c568dddd82afd6,Cooperative Bank,P_03876,BANK_SRC_68,True
ACC_00996,6eb698863b8be5e6,Commercial Bank,P_02573,BANK_SRC_55,True
ACC_00997,4c5a9db59402230c,Commercial Bank,P_03577,BANK_SRC_64,True
ACC_00998,d1c69ef7296e01b4,NBFC,P_04744,BANK_SRC_19,True
ACC_00999,857ea0f9b4889a44,Commercial Bank,P_00582,BANK_SRC_99,True
ACC_01000,528c945081d90cb9,Cooperative Bank,P_04377,BANK_SRC_33,True
ACC_01001,589242ace71d37b1,Cooperative Bank,P_01974,BANK_SRC_99,True
ACC_01002,406b73a851ba8b71,Payment Bank,P_01896,BANK_SRC_44,True
ACC_01003,c3486aab9ff54cb3,Payment Bank,P_04436,BANK_SRC_70,True
ACC_01004,e445482803032c62,Payment Bank,P_00460,BANK_SRC_34,True
ACC_01005,1f34cbe59e36df44,Cooperative Bank,P_01191,BANK_SRC_14,True
ACC_01006,6de5bd3aa95aab9b,NBFC,P_01212,BANK_SRC_97,True
ACC_01007,2d205707da9e3378,Payment Bank,P_02220,BANK_SRC_24,True
ACC_01008,01b382eec4f9ea27,Commercial Bank,P_04699,BANK_SRC_48,True
ACC_01009,01d07e733f1d43b9,Payment Bank,P_00564,BANK_SRC_79,True
ACC_01010,a9ca5a5c737f3484,Commercial Bank,P_04229,BANK_SRC_87,True
ACC_01011,c6ea921c4f8f5dd9,NBFC,P_01814,BANK_SRC_56,True
ACC_01012,9aa2ae8bc83c5af7,Cooperative Bank,P_02079,BANK_SRC_10,True
ACC_01013,c0e915687e359596,Payment Bank,P_02587,BANK_SRC_34,True
ACC_01014,b741a1c9f4726c03,Payment Bank,P_03814,BANK_SRC_25,True
ACC_01015,54b90100b6714646,NBFC,P_03323,BANK_SRC_67,True
ACC_01016,826d514adae957aa,Cooperative Bank,P_00271,BANK_SRC_22,True
ACC_01017,f894fc5b748d1f95,Commercial Bank,P_03789,BANK_SRC_24,True
ACC_01018,35e277297619a66c,Cooperative Bank,P_01507,BANK_SRC_37,True
ACC_01019,e10c9964432af4f0,Commercial Bank,P_04632,BANK_SRC_67,True
ACC_01020,59c4162f90b2a275,Commercial Bank,P_04013,BANK_SRC_68,True
ACC_01021,dfb94f1af54bcba9,Payment Bank,P_03102,BANK_SRC_14,True
ACC_01022,225902911fd04223,NBFC,P_02905,BANK_SRC_40,True
ACC_01023,b60e9f9a4848a28e,Commercial Bank,P_04611,BANK_SRC_17,True
ACC_01024,ef2c7b8cdc9227b5,Commercial Bank,P_02844,BANK_SRC_58,True
ACC_01025,f79ba0484b839d79,Cooperative Bank,P_04970,BANK_SRC_41,True
ACC_01026,84b3416e74a0da10,Cooperative Bank,P_00604,BANK_SRC_58,True
ACC_01027,7c753d9c904e6b6b,Commercial Bank,P_02404,BANK_SRC_76,True
ACC_01028,ff3bdd90e6c38d9d,NBFC,P_04933,BANK_SRC_54,True
ACC_01029,4868318c337790cc,Cooperative Bank,P_02473,BANK_SRC_52,True
ACC_01030,34fdd57c2857f6f7,NBFC,P_04678,BANK_SRC_12,True
ACC_01031,660214ce31d2e6de,Payment Bank,P_04172,BANK_SRC_10,True
ACC_01032,f0eca3f2e7b05d4b,Cooperative Bank,P_04724,BANK_SRC_11,True
ACC_01033,7304c40546622813,NBFC,P_03842,BANK_SRC_28,True
ACC_01034,22b0d170c06740c4,Cooperative Bank,P_01494,BANK_SRC_62,True
ACC_01035,b2aae0b283e90fab,NBFC,P_00214,BANK_SRC_18,True
ACC_01036,1c86b6bf0d81c2f1,Commercial Bank,P_00994,BANK_SRC_25,True
ACC_01037,68a8605d14312a5f,Cooperative Bank,P_00217,BANK_SRC_65,True
ACC_01038,ed6ff696390e27c2,Commercial Bank,P_00027,BANK_SRC_85,True
ACC_01039,b355e74271f8a661,Commercial Bank,P_02329,BANK_SRC_81,True
ACC_01040,b44c2b911a3ec5d5,Commercial Bank,P_00551,BANK_SRC_16,True
ACC_01041,800bb4f202093109,NBFC,P_01609,BANK_SRC_98,True
ACC_01042,555b1c6d946fb3e2,Commercial Bank,P_03328,BANK_SRC_54,True
ACC_01043,07bc18470ed18316,NBFC,P_04388,BANK_SRC_73,True
ACC_01044,ded0adc99038de11,NBFC,P_00408,BANK_SRC_27,True
ACC_01045,b5a327303b76f094,Commercial Bank,P_03160,BANK_SRC_23,True
ACC_01046,00db3f35053c8016,NBFC,P_04614,BANK_SRC_49,True
ACC_01047,0e93fbf3a624bedb,Cooperative Bank,P_03556,BANK_SRC_91,True
ACC_01048,984ba03db3b7b361,Payment Bank,P_02605,BANK_SRC_59,True
ACC_01049,3a5dab64cb93204a,Cooperative Bank,P_04612,BANK_SRC_29,True
ACC_01050,14c42487a86d5651,Cooperative Bank,P_00303,BANK_SRC_57,True
ACC_01051,4bfda1ae7b534c32,NBFC,P_03288,BANK_SRC_46,True
ACC_01052,06f4be44539951e6,Payment Bank,P_04444,BANK_SRC_15,True
ACC_01053,4ddf7a1c01c0b21f,Commercial Bank,P_00400,BANK_SRC_64,True
ACC_01054,c2e09f16d4f4f633,NBFC,P_03826,BANK_SRC_91,True
ACC_01055,816a5c9878337c15,Commercial Bank,P_03874,BANK_SRC_80,True
ACC_01056,92b71a0129b09cd4,NBFC,P_01071,BANK_SRC_73,True
ACC_01057,d6ecf7a22a14d933,Payment Bank,P_02196,BANK_SRC_73,True
ACC_01058,a332bf76ac03dfbf,Payment Bank,P_03696,BANK_SRC_88,True
ACC_01059,d12c05c7628b1d74,Payment Bank,P_02729,BANK_SRC_37,True
ACC_01060,84c380eccd871546,NBFC,P_04496,BANK_SRC_87,True
ACC_01061,305c2177880a0aa6,Commercial Bank,P_04741,BANK_SRC_32,True
ACC_01062,4398677de8235b32,Cooperative Bank,P_02873,BANK_SRC_17,True
ACC_01063,d4b535e74c5fa874,NBFC,P_03113,BANK_SRC_91,True
ACC_01064,e8a9c08f3d1b0b8f,NBFC,P_04735,BANK_SRC_72,True
ACC_01065,72c6b9be56be0fc6,NBFC,P_00917,BANK_SRC_84,True
ACC_01066,14d0508c266e73ac,Payment Bank,P_04713,BANK_SRC_40,True
ACC_01067,543e14e2dc9bf597,Commercial Bank,P_00308,BANK_SRC_41,True
ACC_01068,d034277c127e6a71,Cooperative Bank,P_04548,BANK_SRC_15,True
ACC_01069,31d10899f447cc0a,Cooperative Bank,P_02630,BANK_SRC_75,True
ACC_01070,5b2952cd0ebb1f3e,Cooperative Bank,P_03912,BANK_SRC_52,True
ACC_01071,5aca2cc6e49ea8d6,Cooperative Bank,P_02716,BANK_SRC_16,True
ACC_01072,63f061ef984d209a,NBFC,P_01113,BANK_SRC_74,True
ACC_01073,9eea71b55a7d17c5,Cooperative Bank,P_01015,BANK_SRC_61,True
ACC_01074,3e80408ddec95417,Payment Bank,P_04841,BANK_SRC_57,True
ACC_01075,e7b75474af50480a,Cooperative Bank,P_01002,BANK_SRC_26,True
ACC_01076,358f2dd136ab1d65,Commercial Bank,P_01126,BANK_SRC_66,True
ACC_01077,3113da2820281373,Payment Bank,P_03770,BANK_SRC_11,True
ACC_01078,ecf331efe70712cd,Payment Bank,P_02050,BANK_SRC_97,True
ACC_01079,ffb21e55aa4e193f,Commercial Bank,P_03600,BANK_SRC_50,True
