transaction_id,sender_account_id,receiver_account_id,amount,currency,event_time,channel,location,source_id,synthetic_demo_record
TXN_000197,ACC_00627,ACC_02685,1285880.86,INR,2025-04-01T20:54:03,RTGS,Byculla Market,FIU_IND_FEED,True
TXN_000198,ACC_01839,ACC_02790,49642.35,INR,2027-11-10T12:19:56,Hawala Token,Colaba Causeway,FIU_IND_FEED,True
TXN_000199,ACC_01295,ACC_00619,49441.77,INR,2026-04-25T09:00:06,RTGS,Lower Parel Business Park,FIU_IND_FEED,True
TXN_000200,ACC_00231,ACC_01442,49461.28,INR,2026-06-21T19:51:49,NEFT,Kurla West Terminus,FIU_IND_FEED,True
TXN_000201,ACC_00315,ACC_02641,49090.21,INR,2027-08-20T08:46:06,Cash Deposit,Ghatkopar Central Mall,FIU_IND_FEED,True
TXN_000202,ACC_02378,ACC_02271,1179360.89,INR,2027-12-05T13:29:27,Hawala Token,Borivali West Station Area,FIU_IND_FEED,True
TXN_000203,ACC_00772,ACC_01317,5018.48,INR,2026-10-17T04:12:37,NEFT,Colaba Causeway,FIU_IND_FEED,True
TXN_000204,ACC_02926,ACC_00346,49039.1,INR,2026-06-19T22:55:02,RTGS,Tardeo Road,FIU_IND_FEED,True
TXN_000205,ACC_02142,ACC_02498,49917.02,INR,2025-05-05T02:17:50,Hawala Token,Lower Parel Business Park,FIU_IND_FEED,True
TXN_000206,ACC_02449,ACC_00215,891257.81,INR,2027-05-23T18:51:29,Hawala Token,Colaba Causeway,FIU_IND_FEED,True
TXN_000207,ACC_01584,ACC_01164,7375.47,INR,2025-09-28T08:56:17,NEFT,Borivali West Station Area,FIU_IND_FEED,True
TXN_000208,ACC_00334,ACC_02387,2422471.62,INR,2026-12-28T23:39:42,Hawala Token,Ghatkopar Central Mall,FIU_IND_FEED,True
TXN_000209,ACC_01606,ACC_00529,1441412.97,INR,2026-09-30T13:39:52,NEFT,Dharavi Commercial Complex,FIU_IND_FEED,True
TXN_000210,ACC_00524,ACC_02745,1744994.66,INR,2027-02-15T01:20:47,UPI,Byculla Market,FIU_IND_FEED,True
TXN_000211,ACC_02647,ACC_02747,5330.64,INR,2026-04-15T11:04:17,NEFT,Sewri Timber Market,FIU_IND_FEED,True
TXN_000212,ACC_01992,ACC_00787,9999.78,INR,2025-07-22T07:01:53,RTGS,Ghatkopar Central Mall,FIU_IND_FEED,True
TXN_000213,ACC_02211,ACC_02157,1583275.52,INR,2025-02-21T20:59:58,Cash Deposit,Lower Parel Business Park,FIU_IND_FEED,True
TXN_000214,ACC_00632,ACC_00665,8397.78,INR,2025-05-31T21:08:26,Hawala Token,Juhu Tara Road,FIU_IND_FEED,True
TXN_000215,ACC_01793,ACC_00179,2427012.65,INR,2026-04-06T17:16:56,NEFT,Sion Circle,FIU_IND_FEED,True
TXN_000216,ACC_01839,ACC_00959,2772.1,INR,2026-07-30T20:26:59,NEFT,Colaba Causeway,FIU_IND_FEED,True
TXN_000217,ACC_02779,ACC_02337,1016493.84,INR,2026-04-25T09:49:18,Cash Deposit,Juhu Tara Road,FIU_IND_FEED,True
TXN_000218,ACC_00664,ACC_00818,49872.13,INR,2027-06-03T08:36:22,NEFT,Chembur Colony,FIU_IND_FEED,True
TXN_000219,ACC_02272,ACC_00421,8535.98,INR,2027-02-21T05:37:01,NEFT,Juhu Tara Road,FIU_IND_FEED,True
TXN_000220,ACC_01841,ACC_02103,49091.62,INR,2025-04-25T05:00:18,NEFT,Crawford Market,FIU_IND_FEED,True
TXN_000221,ACC_00110,ACC_01700,4266.31,INR,2025-03-11T19:25:42,NEFT,Juhu Tara Road,FIU_IND_FEED,True
TXN_000222,ACC_00920,ACC_00116,9342.85,INR,2025-12-20T08:03:35,IMPS,Juhu Tara Road,FIU_IND_FEED,True
TXN_000223,ACC_00157,ACC_01176,433102.46,INR,2027-11-02T17:26:21,Cash Deposit,Worli Sea Face,FIU_IND_FEED,True
TXN_000224,ACC_01838,ACC_02521,9105.65,INR,2025-01-11T06:15:27,RTGS,Juhu Tara Road,FIU_IND_FEED,True
TXN_000225,ACC_02979,ACC_02494,4520.92,INR,2026-07-25T14:54:25,UPI,Thane Station West,FIU_IND_FEED,True
TXN_000226,ACC_00977,ACC_01720,49456.66,INR,2026-11-30T16:22:34,RTGS,Malad Link Road,FIU_IND_FEED,True
TXN_000227,ACC_02196,ACC_00068,49241.7,INR,2026-11-25T01:52:44,UPI,Crawford Market,FIU_IND_FEED,True
TXN_000228,ACC_02519,ACC_01446,1703715.77,INR,2025-09-06T00:30:46,NEFT,Tardeo Road,FIU_IND_FEED,True
TXN_000229,ACC_00278,ACC_02155,49987.34,INR,2026-08-11T09:29:39,Cash Deposit,Sewri Timber Market,FIU_IND_FEED,True
TXN_000230,ACC_00179,ACC_02604,9819.87,INR,2026-03-11T21:46:06,NEFT,Dharavi Commercial Complex,FIU_IND_FEED,True
TXN_000231,ACC_00988,ACC_02692,1484.81,INR,2026-11-18T09:59:32,UPI,Navi Mumbai Vashi Sector 17,FIU_IND_FEED,True
TXN_000232,ACC_01444,ACC_02237,49174.91,INR,2026-01-11T22:49:15,Hawala Token,Kurla West Terminus,FIU_IND_FEED,True
TXN_000233,ACC_01961,ACC_02588,49063.04,INR,2025-06-01T22:37:19,UPI,Ghatkopar Central Mall,FIU_IND_FEED,True
TXN_000234,ACC_01202,ACC_00826,49884.9,INR,2025-03-01T06:14:23,RTGS,Tardeo Road,FIU_IND_FEED,True
TXN_000235,ACC_01632,ACC_02225,49752.54,INR,2026-05-27T21:34:16,UPI,Byculla Market,FIU_IND_FEED,True
TXN_000236,ACC_02686,ACC_01360,2234767.64,INR,2025-10-21T21:18:44,Cash Deposit,Navi Mumbai Vashi Sector 17,FIU_IND_FEED,True
TXN_000237,ACC_01584,ACC_01389,981632.62,INR,2027-12-28T08:28:32,NEFT,Ghatkopar Central Mall,FIU_IND_FEED,True
TXN_000238,ACC_00339,ACC_02979,2073619.07,INR,2026-04-17T15:07:30,NEFT,Crawford Market,FIU_IND_FEED,True
TXN_000239,ACC_01316,ACC_00421,1170197.83,INR,2025-04-03T06:49:21,Cash Deposit,Crawford Market,FIU_IND_FEED,True
TXN_000240,ACC_00683,ACC_02826,49042.31,INR,2026-04-27T13:16:59,RTGS,Chembur Colony,FIU_IND_FEED,True
TXN_000241,ACC_01782,ACC_01125,280098.8,INR,2026-11-30T16:22:34,Cash Deposit,Malad Link Road,FIU_IND_FEED,True
TXN_000242,ACC_01489,ACC_02102,174737.49,INR,2027-06-03T08:36:22,Hawala Token,Chembur Colony,FIU_IND_FEED,True
TXN_000243,ACC_01795,ACC_00143,49777.74,INR,2025-04-17T02:55:00,RTGS,Navi Mumbai Vashi Sector 17,FIU_IND_FEED,True
TXN_000244,ACC_00133,ACC_02479,6951.09,INR,2025-04-28T15:47:53,RTGS,Colaba Causeway,FIU_IND_FEED,True
TXN_000245,ACC_00564,ACC_02169,4281.32,INR,2026-02-12T08:35:03,UPI,Chembur Colony,FIU_IND_FEED,True
TXN_000246,ACC_00763,ACC_02045,49561.11,INR,2026-07-13T11:17:48,Hawala Token,Dharavi Commercial Complex,FIU_IND_FEED,True
TXN_000247,ACC_01828,ACC_00879,3212.98,INR,2026-10-25T23:51:58,IMPS,Navi Mumbai Vashi Sector 17,FIU_IND_FEED,True
TXN_000248,ACC_00304,ACC_01852,310697.78,INR,2025-05-20T04:10:12,NEFT,Tardeo Road,FIU_IND_FEED,True
TXN_000249,ACC_02736,ACC_01424,1116.92,INR,2027-02-18T10:26:16,Hawala Token,Kurla West Terminus,FIU_IND_FEED,True
TXN_000250,ACC_02907,ACC_02869,2153.86,INR,2026-11-30T09:40:16,IMPS,Ghatkopar Central Mall,FIU_IND_FEED,True
TXN_000251,ACC_00970,ACC_02024,1221774.01,INR,2025-02-07T08:28:15,IMPS,Bandra Kurla Complex,FIU_IND_FEED,True
TXN_000252,ACC_02507,ACC_00354,1825287.18,INR,2025-03-27T03:06:28,Cash Deposit,Borivali West Station Area,FIU_IND_FEED,True
TXN_000253,ACC_01678,ACC_02355,49316.71,INR,2025-04-01T11:21:28,Hawala Token,Bandra Kurla Complex,FIU_IND_FEED,True
TXN_000254,ACC_02120,ACC_01412,8840.62,INR,2025-04-18T03:23:18,IMPS,Sewri Timber Market,FIU_IND_FEED,True
TXN_000255,ACC_01773,ACC_02060,49830.56,INR,2027-10-23T09:53:21,IMPS,Sewri Timber Market,FIU_IND_FEED,True
TXN_000256,ACC_00664,ACC_01322,49345.68,INR,2027-11-17T10:20:30,UPI,Tardeo Road,FIU_IND_FEED,True
TXN_000257,ACC_01027,ACC_00805,1600053.67,INR,2026-11-26T02:05:18,RTGS,Dadar TT Circle,FIU_IND_FEED,True
TXN_000258,ACC_00383,ACC_02059,470066.24,INR,2026-12-03T05:09:55,RTGS,Navi Mumbai Vashi Sector 17,FIU_IND_FEED,True
TXN_000259,ACC_02952,ACC_02479,8504.04,INR,2026-01-10T14:06:19,UPI,Thane Station West,FIU_IND_FEED,True
TXN_000260,ACC_00187,ACC_02628,49650.48,INR,2027-05-07T02:29:52,RTGS,Malad Link Road,FIU_IND_FEED,True
TXN_000261,ACC_02618,ACC_00125,49545.03,INR,2026-06-14T05:54:01,Cash Deposit,Malad Link Road,FIU_IND_FEED,True
TXN_000262,ACC_01004,ACC_02806,49072.9,INR,2026-04-02T20:20:42,Cash Deposit,Dadar TT Circle,FIU_IND_FEED,True
TXN_000263,ACC_01984,ACC_01903,49143.53,INR,2025-06-21T19:50:26,Hawala Token,Byculla Market,FIU_IND_FEED,True
TXN_000264,ACC_01415,ACC_01634,7726.32,INR,2025-04-18T13:19:13,Cash Deposit,Malad Link Road,FIU_IND_FEED,True
TXN_000265,ACC_00502,ACC_01096,49096.71,INR,2026-05-02T02:42:24,RTGS,Colaba Causeway,FIU_IND_FEED,True
TXN_000266,ACC_01713,ACC_01017,885845.97,INR,2027-12-16T01:20:52,Hawala Token,Chembur Colony,FIU_IND_FEED,True
TXN_000267,ACC_01281,ACC_00778,49994.97,INR,2027-04-19T21:42:28,Cash Deposit,Juhu Tara Road,FIU_IND_FEED,True
TXN_000268,ACC_00095,ACC_00369,677748.74,INR,2027-11-26T17:04:34,NEFT,Dadar TT Circle,FIU_IND_FEED,True
TXN_000269,ACC_00200,ACC_00208,49881.46,INR,2025-10-30T04:06:30,NEFT,Chembur Colony,FIU_IND_FEED,True
TXN_000270,ACC_02199,ACC_00034,49133.8,INR,2027-07-25T02:02:11,Cash Deposit,Byculla Market,FIU_IND_FEED,True
TXN_000271,ACC_01499,ACC_00186,49561.26,INR,2026-03-30T02:01:03,UPI,Kurla West Terminus,FIU_IND_FEED,True
TXN_000272,ACC_01583,ACC_02066,2473817.68,INR,2026-05-02T23:33:10,RTGS,Crawford Market,FIU_IND_FEED,True
TXN_000273,ACC_00487,ACC_00528,2468290.39,INR,2027-12-30T02:30:46,NEFT,Byculla Market,FIU_IND_FEED,True
TXN_000274,ACC_00591,ACC_00816,5336.66,INR,2026-10-13T23:39:35,Hawala Token,Thane Station West,FIU_IND_FEED,True
TXN_000275,ACC_01365,ACC_01941,49605.65,INR,2026-07-13T11:26:47,RTGS,Dadar TT Circle,FIU_IND_FEED,True
TXN_000276,ACC_01305,ACC_00666,49738.58,INR,2026-03-18T17:08:32,RTGS,Lower Parel Business Park,FIU_IND_FEED,True
TXN_000277,ACC_02088,ACC_02181,49299.49,INR,2026-06-08T07:49:59,NEFT,Lower Parel Business Park,FIU_IND_FEED,True
TXN_000278,ACC_02760,ACC_00449,1840778.11,INR,2026-04-09T23:18:06,Hawala Token,Juhu Tara Road,FIU_IND_FEED,True
TXN_000279,ACC_00110,ACC_02445,2432936.47,INR,2026-05-28T02:44:40,RTGS,Borivali West Station Area,FIU_IND_FEED,True
TXN_000280,ACC_00933,ACC_02955,1609660.58,INR,2025-03-09T06:54:38,Cash Deposit,Sewri Timber Market,FIU_IND_FEED,True
TXN_000281,ACC_00606,ACC_02789,799.92,INR,2025-09-09T08:23:37,Cash Deposit,Crawford Market,FIU_IND_FEED,True
TXN_000282,ACC_01285,ACC_01716,1304366.81,INR,2025-04-28T11:37:33,Cash Deposit,Andheri East MIDC,FIU_IND_FEED,True
TXN_000283,ACC_02980,ACC_00256,880118.88,INR,2027-02-16T21:37:11,Cash Deposit,Andheri East MIDC,FIU_IND_FEED,True
TXN_000284,ACC_02153,ACC_01544,1379504.95,INR,2025-12-15T23:52:59,NEFT,Andheri East MIDC,FIU_IND_FEED,True
TXN_000285,ACC_02769,ACC_02953,6611.44,INR,2027-01-15T01:16:01,IMPS,Dharavi Commercial Complex,FIU_IND_FEED,True
TXN_000286,ACC_01143,ACC_02286,49971.94,INR,2025-11-23T07:18:46,Hawala Token,Kurla West Terminus,FIU_IND_FEED,True
TXN_000287,ACC_00850,ACC_02828,1445170.22,INR,2027-02-16T03:18:39,NEFT,Andheri East MIDC,FIU_IND_FEED,True
TXN_000288,ACC_01179,ACC_00500,49379.31,INR,2026-09-06T19:05:12,IMPS,Worli Sea Face,FIU_IND_FEED,True
TXN_000289,ACC_01190,ACC_00173,2317623.12,INR,2025-11-06T11:44:51,NEFT,Sewri Timber Market,FIU_IND_FEED,True
TXN_000290,ACC_01963,ACC_00877,49270.86,INR,2025-06-18T16:20:00,IMPS,Juhu Tara Road,FIU_IND_FEED,True
TXN_000291,ACC_00448,ACC_02522,1707601.52,INR,2027-03-26T10:44:29,IMPS,Lower Parel Business Park,FIU_IND_FEED,True
TXN_000292,ACC_02614,ACC_00954,1233769.38,INR,2025-03-10T22:53:17,IMPS,Colaba Causeway,FIU_IND_FEED,True
TXN_000293,ACC_00022,ACC_02255,49652.24,INR,2027-11-12T16:09:48,Cash Deposit,Dharavi Commercial Complex,FIU_IND_FEED,True
TXN_000294,ACC_02665,ACC_00817,9657.18,INR,2027-04-13T16:24:09,Hawala Token,Borivali West Station Area,FIU_IND_FEED,True
TXN_000295,ACC_02352,ACC_00952,7517.52,INR,2026-08-01T03:03:23,Cash Deposit,Sewri Timber Market,FIU_IND_FEED,True
TXN_000296,ACC_00721,ACC_00149,49494.89,INR,2027-07-15T09:56:01,UPI,Byculla Market,FIU_IND_FEED,True
TXN_000297,ACC_00038,ACC_01223,49927.53,INR,2026-09-02T01:50:24,Hawala Token,Andheri East MIDC,FIU_IND_FEED,True
TXN_000298,ACC_02226,ACC_02148,49134.07,INR,2026-06-12T01:57:18,IMPS,Malad Link Road,FIU_IND_FEED,True
TXN_000299,ACC_00462,ACC_01355,7445.63,INR,2025-05-09T13:48:09,Hawala Token,Byculla Market,FIU_IND_FEED,True
TXN_000300,ACC_01381,ACC_01209,1566290.8,INR,2026-09-02T01:50:24,Cash Deposit,Andheri East MIDC,FIU_IND_FEED,True
